piece_id,descr
3626bpb112,"Minifig, Head Moustache Thin, Goatee, Long Eyebrow, Stubble Print"
x1386cx1,"Scala Cloth Bedspread with Lace, Yellow Ribbon Bow, and Red Butterflies Pattern"
47855,"Brick, Modified 2 x 12 with Peg at each End"
1213,Electric Motor 4 x 8 Charger track
x573,Videotape
11778pb01,Eagle Wing - Left with Dark Brown Feathers Print
98103pb01,"Minifig, Head Modified Mechanical (Commando Droid) with White Eyes and Dark Tan Lines Print"
x1642px1,Clikits Icon Flower Tropical with Stud with BtPink Highlights Print
3005ptts,Brick 1 x 1 with Blue 'T' Print (Serif Font)
30145pb01,Brick 2 x 2 x 3 with Flotation Ring Print (Sticker) - Set 4178
4345,"Container, Box 2 x 2 x 2 Hollow Studs"
973px82ac01,"Torso SW Closed Shirt, Brown Belt, Yellow Neck Print / Tan Arms / Yellow Hands"
30250px5,Bracket 4 x 7 x 3 with 6478 Fire Logo Print flame
atl018,Minifig (Unknown)
sw015,Minifig - Star Wars
ba25pb03,"Stickered Assembly 8 x 1 x 3 with '$' and 'BANK' Print (Sticker) - Set 365 - 2 Bricks 1 x 8, 1 Brick 1 x 4"
2744pb06,Technic Slope Long with Fading Checks Print Left (Sticker) - Set 8445
973pb258,Torso Harry Potter Ron Plaid Shirt with Zipper Print
4858px4,Wedge 4 x 4 with Orange Rectangle and Vent Print
iaj026,Willie Scott
3005ptys,Brick 1 x 1 with Blue 'Y' Print (Serif Font)
clik01,"Clikits Figure Star - Black Hair Streaked with Purple, Purple Dress with Sash, White Boots"
6309pb047,Duplo Tile 2 x 2 with Lowercase c Print
99254,"Minifig, Headgear Helmet Space without Visor Attachment"
bb80pb01,"Ball, Inflatable Soccer Ball, Mini - Red, Yellow, Blue Pentagons Print"
4162pb003,Tile 1 x 8 with White Danger Stripes Print (Sticker) - Set 6598
6353,Duplo Helicopter Skids Small
8010stk01,Sticker for Set 8010 - (42666/4164368)
10219stk01,Sticker for Set 10219 - (94765/4616559)
bb08c07l,Technic Flex Cable (Stud Measure) 7L
3899pb02,Minifig Cup with 'Shhh!' Print [col10-1]
2342,Minifig Control Panel
3070bpb03,Tile 1 x 1 with Number 60 White Print
3298pb18,Slope 33 3 x 2 with Drawer / Hatch Print (Sticker) - Set 5971
3068bpx44,Tile 2 x 2 with Blue 5 Print
div009,Minifig - Diver
mx1022cpb33,Modulex Tile 2 x 2 with Black '1' Print (Black internal lining with White dot)
3,Homemaker Drawer 4 x 4 x 2
x777,Belville Cloth Towel 5 x 13
3821ps1,Door  1 x  3 x  1 Right with SW Red on Silver Print
4150pb33,"Tile, Round 2 x 2 with Scala Six Purple Hearts Print"
40243,Stairs Spiral Step
54131,Dino Raptor Upper Jaw
3010pb104r,Brick 1 x 4 with Black '7' and 'ENgyne' Print Model Right side (Sticker) - Set 8124
3011pb09,"Duplo, Brick 2 x 4 with October 1999 Print"
dianoga,Dianoga
mx1022bpb29,Modulex Tile 2 x 2 with Black Arrow Print (with internal support)
1030b17,Set 1030 Activity Booklet 17 - Water Wheels
54072c01,Duplo Utensil Flintlock Pistol with Reddish Brown Handle
3068bpb274,Tile 2 x 2 with Indiana Jones Temple of Doom Print 10 - Temple Guard
3004pb057,Brick 1 x 2 with Eyes and Smile and Eyebrows Print
u9107p01c01,Figure Fabuland Bear Head  1 with Neck
970c07pb03,Hips and Blue Legs with Flashlight and Chain Print
777p01ridged,"Flag on Flagpole, Wave with Germany Print, Ridged Flagpole"
pln025,Minifig
3009pb098,Brick 1 x 6 with 'B' Print (Sticker) - Set 164
31111pb037,"Duplo, Brick 2 x 4 x 2 with Tools on Light Gray Background Print"
98579,Hero Factory Mask (Toxic Reapa)
4066pb436,"Duplo, Brick 1 x 2 x 2 with Legoland Discovery Center Factory 2013 Print"
cop018,Minifig - Cop
72826sub6,"Paper, Scoreboard number 6"
pln072,Minifig
90611,Hero Factory Arm / Leg with Ball Joint on Axle and Ball Socket
4760pb05,Electric 9V Battery Box Small Complete Assembly with Airport Shuttle Print on Both Sides (Stickers) - Set 6399
31168,Duplo Fire / Grass / Ice 1 x 4 x 2
gal81,Galidor Head Tager
59349pb005,Panel 1 x 6 x 5 with White 'CARGO' on Green Stripe Print (Sticker) - Set 7733
3068bpb714,Tile 2 x 2 with Letter E Orange with Squirrel (Egern) Print
592c02,Electric Plugs (Type 2) Single w Cross-Cut Pin w Cable End
hp105,Dobby (Elf) - Light Flesh
57488,Technic Flame  2 x 12
6587,Technic Axle 3 with Stud
33011apb01,"Scala Accessories Carton Milk, White Label with Large Blue Shapes and Cow Print (Sticker) - Set 5944"
cty119,Minifig - City
30144pb138,Brick 2 x 4 x 3 with Hyundai LEGOLAND Fahrschule 2013 Print
4150pb62,"Tile, Round 2 x 2 with Yellow 'Z' (Zurg Logo) Print"
30650px4,"Wall 2 x 8 x 8 with Vertical Ridges and Bricks, White Wall and FIRE DEPT Text Print"
3245cpb011,Brick 1 x 2 x 2 with Inside Stud Holder with 'WANTED' and Jail Prisoner Minifigure Print (Sticker) - Set 7288
x448c01,Container Storage Box 24 x 40 with Red Handle
92750pb01,Minifig Head Modified Ewok with White Skull Hat and Dark Brown Pouch Print
4215pb011,Panel 1 x 4 x 3 with 5 White Stripes Print (Sticker) - Set 6342
mx1022apb177,Modulex Tile 2 x 2 with Dark Gray Slopes and Calendar Week Number '21' Print
alp023,Minifig - Alpha Team
4655,Duplo Boat Air Vent
fabaa1,Fabuland Car Chassis 14 x 6 Old
3070bpb69,Tile 1 x 1 with Silver Number 9 Print
6129,Animal Dragon Body Right
973p22,Torso Suit and Red Shirt Print
3297pb012,Slope 33 3 x 4 with Adidas Logo Print (Sticker) - Set 3426
1376pb01,Duplo Horse with one Stud and Raised Hoof with White Blaze Print
32123b,Technic Bush 1/2 Smooth with Axle Hole Semi-Reduced
5313a,"Electric, Motor Rechargeable 4 x 8 x 1 2/3 (Track System)"
3626bpx363,"Minifig Head with Moustache, Goatee, and Open Mouth Print eyes,teeth,basketball,soccer"
973pb183c01,Torso Batman Logo in Yellow Oval with Muscles and Yellow Belt Print / Black Arms / Black Hands
cas247,Minifig - Castle
64681pb04,"Technic, Panel Fairing # 5 Long Smooth, Side A with Vent Hole and Bubbles Print (Sticker) - Set 8077"
2431pb173,Tile 1 x 4 with Train Logo Black Print (Sticker) - Set 3677
32015,Technic Axle and Pin Connector Angled #5 - 112.5°
3626bpb300,"Minifig, Head Male Angry Eyebrows and 1 Red Eye, White Pupils Print"
scl074,"Scala, Clothes Female Sweater Turtleneck with Short Sleeves and Oval Pattern"
6669c01,"Duplo, Toolo Propeller Small with Yellow Screw"
x595c09,Fabuland Figure Monkey 9 8i
5971stk01,Sticker for Set 5971 - (87006/4552611)
973px558,"Minifig Torso with Gold Armor and Wing Print hikaru,exo-force"
6309pb015,Duplo Tile 2 x 2 with Minus ( - ) Print
4189431pb04,Orient Card Heroes - Dr. Kilroy (Mount Everest)
6260c01,Minifig Skeleton (Shortcut)
73696,"Train, Track 12V Switch Point Right, Type 2 - Track Only"
cas271,Minifig - Castle
x342cx5,Belville Figure Girl 5 5858
973pb1091,Torso Bare Chest with Muscles Outline and Tooth Necklace Print
3900px2,Minifig Accessory Signal Holder with Red and White Spiral Print
5102c76,"Hose, Pneumatic 4mm D. 76L"
3626cpx299,"Minifig, Head Glasses with Dark Blue Sunglasses, Closed Mouth, Light Brown Sideburns and Goatee Print - Stud Recessed"
sw061,Minifig - Star Wars
ls21,~LSynth Technic Pneumatic Hose - Cross Section
3626bpx495,Minifig Head with Bloodshot Eyes and Six White Fangs Print
bb84pb01,Sports Basketball with Spalding Print
3626bpx405,"Minifig Head with Peach Lips, Blue Eyes, and Bangs Print"
6309pb058,Duplo Tile 2 x 2 with Lowercase n Print
x901,HO Cycle Motorcycle with Sidecar h0
56711hc01,Sticker with Yellow Nuts on Black Ground (formed)
3069bpx65,Tile 1 x 2 with Keyboard Print - Type II
pi016,Minifig
2456pb003,Brick 2 x 6 with Black '2' Print (Sticker) - Set 8672
mx1022dpb17,Modulex Tile 2 x 2 with Black 'Q' Print (Black internal lining no dot)
8664stk01,Sticker for Set 8664 - (54393/4284041)
32134,~Technic Competition Arrow Rubber Tip
973pb469c01,Torso Tattoos with Animal Tooth Necklace Print / Dark Orange Arms / Reddish Brown Hands
3039pb60,Slope 45 2 x 2 with Wedding Dress Print
air004,Minifig - Airport
45301pb20l,"Wedge 16 x 4 Triple Curved with Red, Dark Red and Silver Circuitry Long Print Model Left Side (Sticker) - Set 7721"
gal52,"Galidor Limb Arm/Leg Aquart, Top Section"
925,Brick  1 x  8 without Center Studs
3596px3,Flag on Flagpole with Small Lego Logo Print
x998px7,"Clikits Picture Small with Daisy Character with Balloon Print envelope,party"
x720,Modulex Plate 2 x 4
48995,"Tile, Modified 3 x 2 with Hole"
cas098,Minifig - Castle
twn100,Minifig
fab6f,Minifig
x40,Minifig Helmet Underwater with Antenna and Clips
3001pb74r,Brick 2 x 4 with Black and White Danger Stripes Print Model Right (Sticker) - Set 8211
64392,"Technic Fairing #17 Large Smooth, Side A"
003432e,Sticker System with Iceland Flag Pattern
31047,Duplo Dinosaur T-Rex Baby
30602px8,Slope Brick Curved Top 2 x 2 x 1 with 88 and Green/Black Stripes Print
mx1021apb119,Modulex Tile 1 x 2 with Dark Gray '9' Print (Thin Font)
32474,Technic Ball Joint
x1242,Minitalia Fence 1 x 4 x 2
3626bpb666,"Minifig Head Beard Stubble, Mustache, Goatee, Bushy Eyebrows, Scars and Open Mouth Smile Print"
3194px1,Door 1 x 5 x 4 Right with Red/White/Blue Stripe and Train Logo Print
61678pb25l,"Slope, Curved 4 x 1 No Studs with Black and White Danger Stripes and Splatters Print Model Left Side (Sticker) - Set 8961"
973p7t,Minifig Torso with Jacket over Shirt and Prison Stripes Print
bat004a,Two-Face with Plain White Hips
32559,Bionicle Weapon Large Axe
4150pb032,Tile Round 2 x 2 with Scala Flower Print
4198,"Duplo, Brick 2 x 4 x 2 Rounded Ends"
3846px2,"Minifig, Shield Triangular with Red and Peach Quarters Print, Style 1"
3068bpb356,Tile 2 x 2 with Compass East 'E' in Lime Pointer Print
653,Hinge Brick 1 x 8 Female
3853,Window 1 x 4 x 3
4209px2,Hose Reel 2 x 4 x 2 Holder with Lifepreserver Badge Print coast guard
3817p6f,Minifig Leg Left with Astro Print
clikits101,Clikits Tote (22 x 25 x 6 Studs)
2756pb024,Duplo Tile 2 x 2 x 1 with Duck Mosaic Picture 06 Print (Set 1078)
soc032,Minifig - Race and Chase
2362pb18,Panel 1 x 2 x 3 with SW Death Star Wall Light Print (Sticker) - Set 10188
90398pb01,"Minifig, Utensil Trophy Statuette with Jack Sparrow Voodoo Doll Print"
mx1011bpb22,Modulex Tile 1 x 1 with Black 'V' Print (with black lining on sides only)
973pb259c01,Torso Harry Potter Zipper Jacket and Blue Shirt Collar Print / Dark Blue Arms / Yellow Hands
6309pb077,Duplo Tile 2 x 2 with Lowercase à Print
6021429,Legends of Chima Deck #1 Game Card #68 [Grapt]
78c02,"Hose, Ribbed 7mm D. 2L"
970c00pb81,"Hips and Legs with Blue Rags, Gold Loincloth with Hieroglyphs and Gold Belt with Red 'X' Print"
4485,Minifig Cap Long Peak
970c03,Hips and Yellow Legs
3960pb02,Dish 4 x 4 Inverted [Radar] with Blue and Red Stripes Print
4182p03d01,Train Door  1 x  4 x  5 Right White Stripe w Sticker DB 7745
7610-1,7610 Speedboat
3626bpx235,Minifig Head with Lipstick and Bangs Print
85983,"Motorcycle Fairing, Vintage"
95343,Bucket 1 x 1 x 1
cas063,Minifig - Castle
973pb68c01,Torso SW Gungan Gold Trim Print / Tan Arms / Tan Hands
44674pb03,"Vehicle, Mudguard 2 x 4 with Headlights Overhang and Black '7' and 'Kyoto' Print (Stickers) - Set 8124"
973pb359,Torso First Lego Y2K Print
bb122,Wheel Skateboard Mags
6551,"Electric, Pole Reverser / Polarity Switch"
61252,Plate Special 1 x 1 with Clip Horizontal [Thick Open O Clip]
4286pb06,Slope 33 3 x 1 with Yellow Number 8 on Red Stripes on Right Side Only Print (Sticker) - Set 8818
57559px2,Technic Bionicle Barraki Chest Armor Carapar with PearlLtGray Fade
clikits172,"Clikits Paper, Insert 4 x 4 for Frame clikits011, 'Daisy'"
trn057,Minifig
3622pb009,Brick 1 x 3 with Orange and Juice Glass Print (Sticker) - Set 6561
90981,"Spider Web, Hanging"
zip016,Minifig
973p7k,"Minifig Torso with Jail Stripes and ""23768"" Print"
mx1051a,Modulex Tile 1 x 5 (no Internal Supports)
x1981px38,Game Card with Sheep Print
3008pb103,Brick 1 x 8 with Black 'MC 5580' Print (Sticker) - Set 5580
b6000stk01,"Idea Book 6000, Legoland"
ftbushp,"Plant, Tree Flat Bush plain"
973pb307c01,Torso Shirt Front Seamed with Patch Pockets Print / Tan Arms / Yellow Hands
3570p02,"Roadsign Octagonal with ""STOP"" Tall Text Print"
2210,Duplo Building 6 x 8 x 6 Drive Through with Door and Window Openings
4723cdb01,"Paper, Cardboard Backdrop for Set 4723 - (4163005)"
s12c,Sticker  1.9 x  1.9 Round with Cold Heat Sensitive UFO Drawing
3626bpx118,"Minifig, Head Dual Sided HP Quirrell / Voldemort Print"
x524c,Plant Flat Birch Tree - Hollow Base
3626cpb724,Minifig Head Dual Sided Shaggy Beard and Eyebrows Frowning / Grimacing Print - Recessed Stud
4590,Plate Special 1 x 4 Offset
s4315a,Sticker Minifig Torso with Yellow Buttons and Grey Belt
004159d,Sticker System with Japan Flag Pattern
4870c03,"Plate, Modified 2 x 2 Thin with Dual Wheels Holder (type 1) and Airplane Light Bluish Gray Wheels"
2431pb053,Tile 1 x 4 with 'E. 40 ST' Print (Sticker) - Set 4850
pln026,Minifig
6542b,"Technic, Gear 16 Tooth with Clutch, Smooth"
4740px2,Round Dish 2 x 2 Inverted with Clock Print
11026,~Electric Mindstorms EV3 Buttons Frame
x843,Technic Gear Rack Double with Ball Joint
743,"Technic, Gear Samsonite 35 Tooth"
3626bpb235,Minifig Head [Obi-Wan Kenobi Beard with Brown Trimmed Beard and Eyebrows Print
973pb1235c01,Torso Skull and Dark Pink Roses Print / Yellow Arms / Yellow Hands
4739a,Treasure Chest Lid [Thick Hinge]
3068bpb243,Tile 2 x 2 with Star Wars Mosaic Falcon and X-wing Print 21 - Front of cockpit
3068bp70,Tile 2 x 2 with Gauges Print
47474,Shield Holder with Technic Axle
sleepbag03,Duplo Cloth Sleeping Bag Leaf-shaped
pouch08,"Belville Cloth Pouch, Adult with No Pattern"
2756pb099,Duplo Tile 2 x 2 x 1 with Home Mosaic Picture 09 Print (Set 9221)
43712pb27,"Wedge 6 x 4 Triple Curved with Red ""V"" Print (Stickers) - Set 8161"
3626bpq4,"Minifig Head with Glasses, Brown Sideburns and Moustache Print"
30626pb01,Vehicle Spoiler 3 x 4 x 6 with Red and Yellow Jack Stone Print
3437pb012,"Duplo, Brick 2 x 2 with Eye, Giraffe's Print, on Two Sides"
99380,Gyro Sensor - EV3
5102c12,"Hose, Pneumatic 4mm D. 12L / 9.6cm"
298c05,Lever Small Base with Light Bluish Gray Lever
1054stk01,Sticker for Set 1054 - (22614/4129790)
3626bpx70,"Minifig, Head Moustache and Curly Brown Hair Print"
30144pb120,Brick 2 x 4 x 3 with LEGOLAND Discovery Centre Berlin 5 Jahre Print
4150ps3,"Tile, Round 2 x 2 with Dejarik Hologameboard Print"
2361,Baseplate 32 x 32 Road Crossroads
93059,Minifig Conical Asian Style Hat
4066pb004,"Duplo, Brick 1 x 2 x 2 with Halloween 2001 Brick or Treat / Happy Halloween Print (Legoland Logo)"
ww020,Minifig
44353pb16,"Technic, Panel Fairing #23 Large Short, Small Hole, Side B with Orange and White Splatter Print 3 (Sticker) - Set 8297"
30033,Plate Special 2 x 2 with Bar Frame Octagonal
51943c01,"Duplo, Train Track Switcher"
cas190,Minifig - Castle
3200stk03,"Sticker for Set 3200 - Sheet 3, Scala Vanity Mirror Large Rectangular (71502/4107190)"
973pb75c02,Torso Aquazone Aquashark Blue Shark with Red X Print / Black Arms / Black Hand Right / Trans-Neon Green Hook Left
92753pb01,"Minifig, Headgear Headdress SW Ceran Skull Top with White Ponytail Hair Ki-Adi-Mundi Print"
4346pb03,Container - Box 2 x 2 x 2 Door with Slot and Money on Badge Print
x95,Flag 4 x 5 Cloth
5108-1,"5108 Pneumatic Cylinder, 48mm"
42235,Duplo Cement Mixer Drum on Stand (Dizzy)
cas086,Minifig - Castle
x1360px1,Scala Clothing Female Swimsuit One Piece with Red Stripes Print
45024pb02c01,"Snail 'Lazy Loui', Complete Assembly (Belville)"
970c34pb02,Hips and Lime Legs with Black Mesh Print [Oola 9516]
3040p32,Slope 45° 2 x 1 with 9 Large + 3 Small Black Buttons Print
8991stk01,Sticker for Set 8991 - (84640/4540893)
3068bpb499,Tile 2 x 2 with Pirates of the Caribbean Print 10
4727,Plant Flower 2 x 2 Leaves - Angular
75902p02,Minifig Shield Round Bowed with Bullseye with Star Print
48724,Minifig Neck Bracket with Technic Pin
crssprt01pb29,Brick 1 x 8 without Bottom Tubes with Cross Side Supports with Red 'SLAGTER' and Red Pig Face Print
soc011,Minifig - Race and Chase
4911c01,Duplo Furniture Toilet with Yellow Rim - Complete Assembly
2702,~Technic Action Figure Hand
22463,Technic Flex-System Hose 19L (380LDU)
cas469,Minifig - Castle
31330,Duplo Utensil Kettle with Open Handles
64681d01,Technic Panel Fairing Smooth #5 (Long) with EV3 Sticker #7
4643540,Ninjago Masters of Spinjitzu Deck #2 Game Card 117 - Premonition - International Version
pi006,Minifig
3039px58,Slope Brick 45 2 x 2 with Radar and Floppy Disk Slot Gray Print
3834,Minifig Fire Helmet
x916,~Electric Technic Motor 4.5V  6 x 17 x  5 Switch
92209,Hero Factory Face Shield with Goggles
10061,"Arm Goblin King, Left"
8194stk01,Sticker for Set 8194 - (88153/4566048)
belvpant01,"Belville, Clothes Pants Flare Legs Small"
4183,Glass for Train Door
scl055,"Scala, Clothes Female Pants with Yellow Xs Pattern"
x1636,Clikits Icon Butterfly with Hole
973bpb185,Torso NBA Minnesota Timberwolves #21 (Dark Blue Jersey) Print
3245bpx9,Brick 1 x 2 x 2 with Inside Axle Holder with Red Cross Print
12607pb04,"Minifig, Head Modified Ninja Turtle with Blue Mask and Teeth Print (Leonardo)"
3005,Brick 1 x 1
11271,Hero Factory Full Torso Armour with 4 Handles
92823,Kitten Crouching [Printed Face &amp; 3 Head Stripes]
15912,"Teddy Bear - Arms Down with Black Eyes, Nose and Mouth / Tan Belly Print"
12163,Pie [White Filling]
98138pr0013,Tile Round 1 x 1 with Red Spiral Print [10235]
973pr1994c01,Torso Female Corset with Gold Trimmed Front and Rectangular Neckline Print / Dark Green Arms / Yellow Hands
41668,Bionicle Foot with Ball Joint Socket 2 x 3 x 5
973pr1163c01,Torso Plaid Button Shirt Print [Werewolf pre-change] / Dark Blue Arms / Yellow Hands
973pr1573c01,Torso - Hooded Sweatshirt with Blue Pocket and Drawstring Print / White Arms / Yellow Hands
973pr1801c01,Torso - Orange Jacket with Hood over Light Blue Sweater Print / Orange Arms / Yellow Hands
4162pb091,Tile 1 x 8 with White 'Headquarters' Print [Justified Left]
3626bpx392,"Minifig Head with Green Eyes, Eyelashes, and Smirk/Open Mouth Print"
98138,Tile Round 1 x 1
973pb125,Torso Soccer Vertical Striped Red/Blue and No. 4 Back Print
6091,Brick 1 x 2 x 1 1/3 with Curved Top
3003,Brick 2 x 2
3622,Brick 1 x 3
57518,Technic Link Tread Wide with Two Pin Holes
spp016,Minifig - Space Port
973pr1772c01,Torso - Winter Jacket with Silver Zip Print / Bright Green Arms / Dark Bluish Gray Hands
3002,Brick 2 x 3
3031,Plate 4 x 4
3062bpb040,"Brick, Round 1 x 1 Open Stud with SW IG-88 Head Print"
15444,Brick 1 x 1 x 2 with Extra Tube Side (Emmet Minifig Pack)
85079,Hero Factory Shoulder Armour [Speeda]
4162pr0030,"Tile 1 x 8 w ""The Eiffel Tower"" Print (Set 21019)"
3475b,"Engine - Smooth, Small 1 x 2 Side Plate [With Axle Holders]"
2744,Technic Slope Long
96099,Hero Factory Armour with Ball Joint Socket - Size 5 with 'STRINGER 3.0' and Black Bear Head Print
64275,"Bionicle Thornax Launcher Half (Glatorian), Liftarm End 1 x 8"
16287,"MINI LOWER PART ""NO. 605"""
973pb794c01,Torso Zipper Pockets with Magenta Collar and Waist Print / White Arms / Dark Bluish Gray Hands
970c11pr0611,Hips and Black Legs with Pink Sweatpants Print
970c11pr0606,"Hips and Black Legs with Brown Belt, Gold Buckle, Black Jacket Print"
64683,"Technic, Panel Fairing # 3 Small Smooth Long, Side A"
16194,"MINI HEAD ""NO. 1361"""
3626cpr1361,"Minifig Head Robot Red Rectangular Eyes, 4 Teeth Recessed Stud"
98568pb01,Hero Factory Weapon - Saw with Trans-Bright Green Sword Blade
61484,Windscreen 5 x 6 x 2 Curved Top Canopy with 4 Studs
93551pb01,"Minifig, Utensil Paint Pallet with Yellow, Blue, Green and Red Paint Spots Print"
2300pb005,"Duplo, Brick 2 x 6 with 'LEGO Ville' Text Print"
3939ps2,Slope Brick 33  3 x  6 with SW ARC-170 Right Print
3039pb10,Slope 45 2 x 2 with Red Number 3 Print and 2 Black Stripes
2490pb05,Horse Barding with Knights Kingdom II Lion with Crown Print
16193,"MINI HEAD ""NO. 1360"""
970c120pr0335,Hips and Dark Brown Legs with Scale Mail Print
86500,Cylinder Hemisphere 4 x 4
